0.000000000000000000e+00,1.512702498630695931e-20
2.500000000000000000e-01,1.672202425455724903e-20
5.000000000000000000e-01,5.555379255776567241e-21
7.500000000000000000e-01,5.110762343066695089e-22
1.000000000000000000e+00,1.474704325109572280e-22
1.250000000000000000e+00,1.180456327288654281e-22
1.500000000000000000e+00,7.979410504009606984e-23
1.750000000000000000e+00,6.174929013876228785e-23
2.000000000000000000e+00,1.182000843583951451e-22
2.250000000000000000e+00,7.030657718999605413e-22
2.500000000000000000e+00,2.451342296074790406e-21
2.750000000000000000e+00,3.381787272385089204e-21
3.000000000000000000e+00,2.246124077048716206e-21
3.250000000000000000e+00,5.796711713201293933e-21
3.500000000000000000e+00,8.567034964488526494e-21
3.750000000000000000e+00,4.518505604493740165e-21
4.000000000000000000e+00,1.645707083156966904e-21
4.250000000000000000e+00,5.316570102592414732e-21
4.500000000000000000e+00,1.287096631777071490e-20
4.750000000000000000e+00,2.381742813512315365e-20
5.000000000000000000e+00,4.159437332060223736e-20
5.250000000000000000e+00,6.723110175476185414e-20
5.500000000000000000e+00,9.755791024116972478e-20
5.750000000000000000e+00,1.210324256032634402e-19
6.000000000000000000e+00,1.338421229942094992e-19
6.250000000000000000e+00,1.437035979538786986e-19
6.500000000000000000e+00,1.451957740082934774e-19
6.750000000000000000e+00,1.382313521755703329e-19
7.000000000000000000e+00,1.250608236513461864e-19
7.250000000000000000e+00,1.034817141744062951e-19
7.500000000000000000e+00,1.007698471357795586e-19
7.750000000000000000e+00,9.427728105374998339e-20
8.000000000000000000e+00,7.125623416534826951e-20
8.250000000000000000e+00,6.472041667842017249e-20
8.500000000000000000e+00,6.599302267459268566e-20
8.750000000000000000e+00,5.451572273677180859e-20
9.000000000000000000e+00,3.714195616147236581e-20
9.250000000000000000e+00,3.112933101842720516e-20
9.500000000000000000e+00,2.829647998921035342e-20
9.750000000000000000e+00,2.554051760133203509e-20
1.000000000000000000e+01,2.881305218347354623e-20
1.025000000000000000e+01,2.269956132737367001e-20
1.050000000000000000e+01,1.876579555548263426e-20
1.075000000000000000e+01,1.645629131896542078e-20
1.100000000000000000e+01,1.427053059081856459e-20
1.125000000000000000e+01,1.280088985367698215e-20
1.150000000000000000e+01,1.075762821663756251e-20
1.175000000000000000e+01,8.133746908852996995e-21
1.200000000000000000e+01,5.900622134320488809e-21
1.225000000000000000e+01,4.885193621393941514e-21
1.250000000000000000e+01,4.949422794672940579e-21
1.275000000000000000e+01,4.680659906185211472e-21
1.300000000000000000e+01,4.427693373366182519e-21
1.325000000000000000e+01,4.122451588895924745e-21
1.350000000000000000e+01,2.913495231370171260e-21
1.375000000000000000e+01,9.707913330286741918e-21
1.400000000000000000e+01,1.292746986277192553e-20
1.425000000000000000e+01,5.629472354216729985e-21
1.450000000000000000e+01,3.617906154569135472e-21
1.475000000000000000e+01,2.683761540710147297e-21
1.500000000000000000e+01,2.249799287562397321e-21
1.525000000000000000e+01,1.698339437344198742e-21
1.550000000000000000e+01,1.427967117134845963e-21
1.575000000000000000e+01,1.091812668085315873e-21
1.600000000000000000e+01,8.745022234582747965e-22
1.625000000000000000e+01,7.912303928565734545e-22
1.650000000000000000e+01,7.114709404420677776e-22
1.675000000000000000e+01,6.545874602254978742e-22
1.700000000000000000e+01,6.002190014333310092e-22
1.725000000000000000e+01,5.363348436070603471e-22
1.750000000000000000e+01,4.832511412771080958e-22
1.775000000000000000e+01,4.674137512043489969e-22
1.800000000000000000e+01,4.182533234038760710e-22
1.825000000000000000e+01,3.709405840372140486e-22
1.850000000000000000e+01,2.983189436195692681e-22
1.875000000000000000e+01,2.425466218494525889e-22
1.900000000000000000e+01,2.167391493394850700e-22
1.925000000000000000e+01,2.050207440569284128e-22
1.950000000000000000e+01,1.917914642101699964e-22
1.975000000000000000e+01,1.777848404022779313e-22
2.000000000000000000e+01,1.639684845641150026e-22
2.025000000000000000e+01,1.611425947870255797e-22
2.050000000000000000e+01,1.581034272313892888e-22
2.075000000000000000e+01,1.385239658617405044e-22
2.100000000000000000e+01,1.235159082109800579e-22
2.125000000000000000e+01,1.201219991174574080e-22
2.150000000000000000e+01,1.169573009501766159e-22
2.175000000000000000e+01,1.080502341471554697e-22
2.200000000000000000e+01,1.030572403661937728e-22
2.225000000000000000e+01,1.029836601568748416e-22
2.250000000000000000e+01,1.033551476375479214e-22
2.275000000000000000e+01,9.977187560902560017e-23
2.300000000000000000e+01,1.002666413173946293e-22
2.325000000000000000e+01,1.043951453498988638e-22
2.350000000000000000e+01,1.090184280054323133e-22
2.375000000000000000e+01,1.132290363717188014e-22
2.400000000000000000e+01,1.227397244876116405e-22
2.425000000000000000e+01,1.272780228055858917e-22
2.450000000000000000e+01,1.342690471895372856e-22
2.475000000000000000e+01,1.375290641260942302e-22
2.500000000000000000e+01,1.374408691641055568e-22
2.525000000000000000e+01,1.322409132744490689e-22
2.550000000000000000e+01,1.250623302255372991e-22
2.575000000000000000e+01,1.223171751702278238e-22
2.600000000000000000e+01,9.677015282552820897e-23
2.625000000000000000e+01,8.702126427643296270e-23
2.650000000000000000e+01,8.375790239191311509e-23
2.675000000000000000e+01,6.527262817301782280e-23
